path,category,decision,confidence,productionCritical,evidence
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/OFFICIAL_GEOMETRY_MATRIX.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/PRINT_VALIDATION.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/RISKS.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/ROLLBACK.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/SUMMARY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/TEST_RESULTS.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-primera-vuelta.html","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-segunda-vuelta.html","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/pdf-html/formato-fmch-semantico-paso-primera-vuelta.pdf","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/pdf-xlsx/formato-fmch-semantico-paso-primera-vuelta.pdf","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/pdf-xlsx/formato-fmch-semantico-paso-segunda-vuelta.pdf","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/png/html-print-first.png","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/png/xlsx-first.png","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/xlsx/formato-fmch-semantico-paso-primera-vuelta.xlsx","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/xlsx/formato-fmch-semantico-paso-segunda-vuelta.xlsx","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRE-JUDGE-FINAL-CORRECTIONS-001/FILES_CHANGED.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRE-JUDGE-FINAL-CORRECTIONS-001/PAPER_AND_RENDERING_AUTHORITY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRE-JUDGE-FINAL-CORRECTIONS-001/RISKS.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRE-JUDGE-FINAL-CORRECTIONS-001/ROLLBACK.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRE-JUDGE-FINAL-CORRECTIONS-001/SUMMARY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRE-JUDGE-FINAL-CORRECTIONS-001/TEST_RESULTS.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRE-JUDGE-FINAL-CORRECTIONS-001/VALIDATION.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRE-JUDGE-FINAL-CORRECTIONS-001/evidence/formato-fmch-pre-juez-fixtures-a-d.pdf","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRE-JUDGE-FINAL-CORRECTIONS-001/evidence/formato-fmch-pre-juez-fixtures-a-d.xlsx","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRODUCTION-JUDGE-REVIEW-001/CERTIFIED_JUDGE_REVIEW.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRODUCTION-JUDGE-REVIEW-001/CONTROL_ROW_MATRIX.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRODUCTION-JUDGE-REVIEW-001/FILES_CHANGED.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRODUCTION-JUDGE-REVIEW-001/RISKS.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRODUCTION-JUDGE-REVIEW-001/ROLLBACK.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRODUCTION-JUDGE-REVIEW-001/SUMMARY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRODUCTION-JUDGE-REVIEW-001/TEST_RESULTS.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-PRODUCTION-JUDGE-REVIEW-001/T_FIELD_MATRIX.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/BAD_POINTS_CONTROL_VALIDATION.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/CALA_VALIDATION.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/FILES_CHANGED.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/HISTORICAL_COMPATIBILITY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/PASO_VALIDATION.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/RISKS.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/SEMANTIC_FIELD_CERTIFICATION.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/SOURCE_AUTHORITY_MATRIX.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/SUMMARY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/TERNA_VALIDATION.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/TEST_RESULTS.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/TIME_FIELDS_VALIDATION.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/evidence/formato-fmch-semantico-paso-primera-vuelta.pdf","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/evidence/formato-fmch-semantico-paso-primera-vuelta.xlsx","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/evidence/formato-fmch-semantico-paso-segunda-vuelta.pdf","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/evidence/formato-fmch-semantico-paso-segunda-vuelta.xlsx","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/evidence/rich-concepts/formato-fmch-demo-cala-infracciones.pdf","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/evidence/rich-concepts/formato-fmch-demo-cala-infracciones.xlsx","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/evidence/rich-concepts/formato-fmch-demo-cala-positiva.pdf","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/evidence/rich-concepts/formato-fmch-demo-cala-positiva.xlsx","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/evidence/rich-concepts/formato-fmch-demo-jineteos-complejos.pdf","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-SEMANTIC-FIELD-CERTIFICATION-001/evidence/rich-concepts/formato-fmch-demo-jineteos-complejos.xlsx","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-VISUAL-FIDELITY-001/FILES_CHANGED.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-VISUAL-FIDELITY-001/SUMMARY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-VISUAL-FIDELITY-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-VISUAL-FIDELITY-001/TEST_RESULTS.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-VISUAL-FIDELITY-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-VISUAL-FIDELITY-001/VISUAL_COMPARISON.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-VISUAL-FIDELITY-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-FMCH-TEMPORAL-POLICY-AND-TRANSITIONS-001/IMPLEMENTATION_SUMMARY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-FMCH-TEMPORAL-POLICY-AND-TRANSITIONS-001/TEMPORAL_POLICY_CONTRACT.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-OFFICIAL-SCORE-CONCURRENCY-001/FILES_CHANGED.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-OFFICIAL-SCORE-CONCURRENCY-001/RISKS.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OFFICIAL-SCORE-CONCURRENCY-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OFFICIAL-SCORE-CONCURRENCY-001/ROLLBACK.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OFFICIAL-SCORE-CONCURRENCY-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OFFICIAL-SCORE-CONCURRENCY-001/SUMMARY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OFFICIAL-SCORE-CONCURRENCY-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OFFICIAL-SCORE-CONCURRENCY-001/TEST_RESULTS.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OFFICIAL-SCORE-CONCURRENCY-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OFFICIAL-SCORE-CONCURRENCY-001/VALIDATION.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OFFICIAL-SCORE-CONCURRENCY-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OFFICIAL-TIMER-AUTHORITY-AND-SYNC-INTEGRATION-001/FILES_CHANGED.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-OFFICIAL-TIMER-AUTHORITY-AND-SYNC-INTEGRATION-001/IMPLEMENTATION_SUMMARY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OFFICIAL-TIMER-AUTHORITY-AND-SYNC-INTEGRATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OFFICIAL-TIMER-AUTHORITY-AND-SYNC-INTEGRATION-001/REMOTE_CONTROL_UX_CONTRACT.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OFFICIAL-TIMER-AUTHORITY-AND-SYNC-INTEGRATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OFFICIAL-TIMER-AUTHORITY-AND-SYNC-INTEGRATION-001/SYNC_AND_FAILOVER_TEST_EVIDENCE.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OFFICIAL-TIMER-AUTHORITY-AND-SYNC-INTEGRATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OFFICIAL-TIMER-AUTHORITY-AND-SYNC-INTEGRATION-001/TIMER_AUTHORITY_CONTRACT.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OFFICIAL-TIMER-AUTHORITY-AND-SYNC-INTEGRATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OPERATIONAL-FLOW-AND-PUBLIC-PORTAL-CORRECTIONS-001/FILES_CHANGED.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-OPERATIONAL-FLOW-AND-PUBLIC-PORTAL-CORRECTIONS-001/IMPLEMENTATION_SUMMARY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-OPERATIONAL-FLOW-AND-PUBLIC-PORTAL-CORRECTIONS-001/PUBLIC_PARTIAL_STANDINGS_CONTRACT.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-OPERATIONAL-FLOW-AND-PUBLIC-PORTAL-CORRECTIONS-001/TERNA_FLOW_CONTRACT.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-OPERATIONAL-FLOW-AND-PUBLIC-PORTAL-CORRECTIONS-001/TEST_EVIDENCE.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/COLEADERO_GLOBAL_LEADER_CONTRACT.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-SCORER-OPERATIONAL-STABILIZATION-CHECKPOINT-001/WORKING_TREE_AUDIT.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/FILES_CHANGED.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-SCORER-OPERATIONAL-STABILIZATION-CHECKPOINT-001/WORKING_TREE_AUDIT.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/IMPLEMENTATION_SUMMARY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-SCORER-OPERATIONAL-STABILIZATION-CHECKPOINT-001/WORKING_TREE_AUDIT.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/PASO_LAYOUT_CONTRACT.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-SCORER-OPERATIONAL-STABILIZATION-CHECKPOINT-001/WORKING_TREE_AUDIT.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/PENDING_REVIEW_RECONCILIATION.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-SCORER-OPERATIONAL-STABILIZATION-CHECKPOINT-001/WORKING_TREE_AUDIT.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/TERNA_ROLE_TRANSITION_CONTRACT.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-SCORER-OPERATIONAL-STABILIZATION-CHECKPOINT-001/WORKING_TREE_AUDIT.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/TEST_EVIDENCE.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-OPERATIONAL-VALIDATION-CORRECTIONS-002/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-SCORER-OPERATIONAL-STABILIZATION-CHECKPOINT-001/WORKING_TREE_AUDIT.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-PENDING-REVIEW-AND-FULL-SCORER-INTEGRATION-001/FILES_CHANGED.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-PENDING-REVIEW-AND-FULL-SCORER-INTEGRATION-001/FULL_SCORER_INTEGRATION_EVIDENCE.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-PENDING-REVIEW-AND-FULL-SCORER-INTEGRATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-PENDING-REVIEW-AND-FULL-SCORER-INTEGRATION-001/IMPLEMENTATION_SUMMARY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-PENDING-REVIEW-AND-FULL-SCORER-INTEGRATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-PENDING-REVIEW-AND-FULL-SCORER-INTEGRATION-001/PENDING_REVIEW_CONTRACT.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-PENDING-REVIEW-AND-FULL-SCORER-INTEGRATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-PENDING-REVIEW-AND-FULL-SCORER-INTEGRATION-001/TEST_EVIDENCE.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-PENDING-REVIEW-AND-FULL-SCORER-INTEGRATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-PRODUCTION-RULE-PROFILE-AND-SCORER-UI-VERIFICATION-001/FILES_CHANGED.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","no parsed consumer; path/role classification requires review"
"CHARROPRO-PRODUCTION-RULE-PROFILE-AND-SCORER-UI-VERIFICATION-001/IMPLEMENTATION_SUMMARY.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-PRODUCTION-RULE-PROFILE-AND-SCORER-UI-VERIFICATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-PRODUCTION-RULE-PROFILE-AND-SCORER-UI-VERIFICATION-001/PRODUCTION_EVIDENCE.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-PRODUCTION-RULE-PROFILE-AND-SCORER-UI-VERIFICATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-PRODUCTION-RULE-PROFILE-AND-SCORER-UI-VERIFICATION-001/PRODUCTION_RULE_PROFILE_AUDIT.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-PRODUCTION-RULE-PROFILE-AND-SCORER-UI-VERIFICATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"CHARROPRO-PRODUCTION-RULE-PROFILE-AND-SCORER-UI-VERIFICATION-001/PROJECTION_RULES_AUDIT.md","DOCUMENTATION_HISTORICAL","KEEP_HISTORICAL","MEDIUM","false","CHARROPRO-PRODUCTION-RULE-PROFILE-AND-SCORER-UI-VERIFICATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
